DocumentName,ColorNumber,RGB1,RGB2,Number_of_caracter,Area,Area_of_letter,Proportion_of_area_letter,Target
HADOPI_RA_2014-2015-83.jpeg,37,"(255, 250, 250)","(230, 230, 250)",2609,21972210,3723185,0.17,0
vol1_gicc-48.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1348,24163936,0,0.0,0
7750-35.jpeg,10,"(255, 250, 250)","(250, 240, 230)",4228,24171498,4619493,0.19,0
Risques et pollution Programme immo  Clichy-16.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2117,24171498,3422373,0.14,0
ONERC_Rapport_2010_villes_et_adaptation-27.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4069,24175632,5088261,0.21,0
7750-199.jpeg,25,"(255, 250, 250)","(245, 255, 250)",2837,24163936,17025800,0.7,0
ONERC_Rapport_2010_villes_et_adaptation-43.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4705,24175632,5865563,0.24,0
7750-200.jpeg,25,"(255, 250, 250)","(245, 255, 250)",2184,24163936,22823135,0.94,0
Diagnostics programme immo L'Etang la ville-11.jpeg,6,"(255, 250, 250)","(230, 230, 250)",885,24171498,2676629,0.11,0
plan-actions-climat-energie-bd-89.jpeg,1,"(230, 230, 250)",,1200,24171498,1943577,0.08,0
ONERC_Rapport_2010_villes_et_adaptation-101.jpeg,33,"(255, 250, 250)","(230, 230, 250)",3208,24175632,4668357,0.19,0
immobilier Upside L'atelier  2-0.jpeg,8,"(255, 250, 250)","(230, 230, 250)",2345,24171498,7119404,0.29,0
plan-actions-climat-energie-bd-18.jpeg,7,"(245, 255, 250)","(255, 250, 250)",846,24171498,1534304,0.06,0
TSP_SRT_Tome3_WEB-18.jpeg,25,"(255, 250, 250)","(245, 255, 250)",894,21972210,1957973,0.09,0
Apple_SR_2020_Progress_Report_FR-47.jpeg,6,"(250, 240, 230)","(255, 250, 250)",1736,23375000,2767263,0.12,0
plan-actions-climat-energie-bd-67.jpeg,8,"(255, 250, 250)","(245, 255, 250)",534,24171498,1976545,0.08,0
plan-actions-climat-energie-bd-52.jpeg,24,"(230, 230, 250)","(255, 250, 250)",3457,24171498,5796279,0.24,0
plan-actions-climat-energie-bd-35.jpeg,10,"(230, 230, 250)","(250, 240, 230)",1264,24171498,2014105,0.08,0
ONERC_Rapport_2010_villes_et_adaptation-120.jpeg,38,"(255, 250, 250)","(245, 255, 250)",1738,24175632,5112521,0.21,0
Risques et pollution Programme immo  Clichy-28.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2632,24171498,4084791,0.17,0
7750-19.jpeg,7,"(255, 250, 250)","(250, 240, 230)",4126,24171498,4419993,0.18,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-13.jpeg,11,"(230, 230, 250)","(255, 250, 250)",3643,21972210,7141229,0.33,0
adaptation-changement-climatique-fiches-collectivites-32.jpeg,43,"(135, 206, 235)","(175, 238, 238)",2365,24175632,12058702,0.5,0
2-6.jpeg,4,"(255, 250, 250)","(230, 230, 250)",1601,23375000,2134458,0.09,0
guide_plan_climat_energie_albi_1-5.jpeg,7,"(230, 230, 250)","(248, 248, 255)",1569,24177345,3438457,0.14,0
7750-23.jpeg,39,"(255, 250, 250)","(250, 240, 230)",2763,24171498,4049266,0.17,0
HADOPI_RA_2014-2015-41.jpeg,17,"(230, 230, 250)","(255, 250, 250)",3005,21972210,3355171,0.15,0
Diagnostics programme immo L'Etang la ville-37.jpeg,3,"(255, 250, 250)","(230, 230, 250)",7438,24171498,6341661,0.26,0
ONERC_Rapport_2010_villes_et_adaptation-146.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1033,24175632,1408111,0.06,0
7750-139.jpeg,0,,,1,24171498,0,0.0,0
ONERC_Rapport_2010_villes_et_adaptation-152.jpeg,4,"(255, 250, 250)","(248, 248, 255)",2894,24175632,4290461,0.18,0
HADOPI_RA_2014-2015-116.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2122,21972210,1931862,0.09,0
plan-actions-climat-energie-bd-55.jpeg,1,"(230, 230, 250)",,1329,24171498,2027791,0.08,0
210913_VILLE DE PARIS_diag de vulnerabi_synthese 53web VF MODIFIEE-11.jpeg,32,"(222, 184, 135)","(189, 183, 107)",4117,24171498,16168714,0.67,0
Risques et pollution programme immo Argenteuil-14.jpeg,4,"(255, 250, 250)","(230, 230, 250)",2634,24171498,2732936,0.11,0
ONERC_Rapport_2010_villes_et_adaptation-147.jpeg,6,"(230, 230, 250)","(255, 250, 250)",3759,24175632,5367955,0.22,0
data_detection_images_1-2.jpeg,4,"(255, 250, 250)","(230, 230, 250)",2417,23375000,2613575,0.11,0
HADOPI_RA_2014-2015-23.jpeg,18,"(255, 250, 250)","(230, 230, 250)",2284,21972210,4618763,0.21,0
TSP_SRT_Tome3_WEB-39.jpeg,20,"(255, 250, 250)","(230, 230, 250)",2851,21972210,7262107,0.33,0
HADOPI_RA_2014-2015-51.jpeg,26,"(248, 248, 255)","(255, 250, 250)",949,21972210,3763127,0.17,0
vol1_gicc-63.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2366,24163936,4146524,0.17,0
adaptation-changement-climatique-fiches-collectivites-13.jpeg,27,"(135, 206, 235)","(230, 230, 250)",2782,24175632,9470525,0.39,0
TSP_SRT_Tome3_WEB-24.jpeg,19,"(255, 250, 250)","(250, 240, 230)",3484,21972210,3534539,0.16,0
HADOPI_RA_2014-2015-60.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4047,21972210,3548127,0.16,0
7750-206.jpeg,24,"(255, 250, 250)","(245, 255, 250)",1602,24163936,22716094,0.94,0
adapter_son_territoire_au_changement_climatique_Guide-25.jpeg,38,"(230, 230, 250)","(210, 180, 140)",1841,17790880,11551452,0.65,0
plan-actions-climat-energie-bd-120.jpeg,1,"(230, 230, 250)",,944,24171498,1511913,0.06,0
Apple_SR_2020_Progress_Report_FR-79.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2202,23375000,3069381,0.13,0
TSP_SRT_Tome3_WEB-8.jpeg,31,"(255, 250, 250)","(250, 240, 230)",3388,21972210,4858612,0.22,0
TSP_SRT_Tome3_WEB-12.jpeg,41,"(255, 250, 250)","(230, 230, 250)",3018,21972210,6593105,0.3,0
7750-182.jpeg,26,"(255, 250, 250)","(245, 255, 250)",2207,24163936,21505850,0.89,0
JWSTScienceFunPad-32.jpeg,3,"(255, 250, 250)","(248, 248, 255)",427,11687500,479641,0.04,0
7750-24.jpeg,34,"(255, 250, 250)","(245, 255, 250)",2937,24171498,5716713,0.24,0
7750-218.jpeg,20,"(245, 222, 179)","(255, 250, 250)",283,24171498,7290596,0.3,0
vol1_gicc-6.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4334,24163936,6344577,0.26,0
plan-actions-climat-energie-bd-99.jpeg,2,"(230, 230, 250)","(248, 248, 255)",2406,24171498,2806376,0.12,0
guide_plan_climat_energie_albi_1-26.jpeg,12,"(255, 250, 250)","(248, 248, 255)",773,24177345,1450853,0.06,0
7750-156.jpeg,4,"(255, 250, 250)","(230, 230, 250)",1754,24171498,3627002,0.15,0
immobilier Upside L'atelier -11.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1953,24171498,2345236,0.1,0
plan-actions-climat-energie-bd-8.jpeg,46,"(230, 230, 250)","(250, 240, 230)",3083,24171498,4306368,0.18,0
data_detection_images_1-19.jpeg,5,"(255, 250, 250)","(230, 230, 250)",4429,23375000,2616376,0.11,0
Apple_SR_2020_Progress_Report_FR-56.jpeg,3,"(255, 250, 250)","(248, 248, 255)",1690,23375000,2001076,0.09,0
plan-actions-climat-energie-bd-58.jpeg,27,"(230, 230, 250)","(255, 250, 250)",3075,24171498,7202354,0.3,0
HADOPI_RA_2014-2015-1.jpeg,4,"(255, 250, 250)","(250, 240, 230)",3487,21972210,1620783,0.07,0
HADOPI_RA_2014-2015-50.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3378,21972210,3244955,0.15,0
TSP_SRT_Tome3_WEB-22.jpeg,18,"(250, 240, 230)","(255, 250, 250)",4325,21972210,4258326,0.19,0
Risques et pollution Programme immo  Clichy-18.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1196,24171498,4657193,0.19,0
210913_VILLE DE PARIS_diag de vulnerabi_synthese 53web VF MODIFIEE-2.jpeg,11,"(250, 240, 230)","(230, 230, 250)",2162,24171498,4235223,0.18,0
7750-207.jpeg,0,,,1,24171498,0,0.0,0
adaptation-changement-climatique-fiches-collectivites-29.jpeg,31,"(135, 206, 235)","(102, 205, 170)",2748,24175632,10405740,0.43,0
210913_VILLE DE PARIS_diag de vulnerabi_synthese 53web VF MODIFIEE-16.jpeg,34,"(230, 230, 250)","(123, 104, 238)",4081,24171498,12912850,0.53,0
guide_plan_climat_energie_albi_1-17.jpeg,10,"(255, 250, 250)","(245, 255, 250)",1209,24177345,3315791,0.14,0
HADOPI_RA_2014-2015-33.jpeg,8,"(255, 250, 250)","(230, 230, 250)",3590,21972210,3181555,0.14,0
plan-actions-climat-energie-bd-117.jpeg,1,"(230, 230, 250)",,972,24171498,1896561,0.08,0
Diagnostics programme immo L'Etang la ville-25.jpeg,3,"(255, 250, 250)","(230, 230, 250)",6381,24171498,5620332,0.23,0
HADOPI_RA_2014-2015-63.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4220,21972210,3672632,0.17,0
plan-actions-climat-energie-bd-128.jpeg,1,"(230, 230, 250)",,1393,24171498,2185386,0.09,0
guide_plan_climat_energie_albi_1-19.jpeg,3,"(230, 230, 250)","(255, 250, 250)",1224,24177345,1701153,0.07,0
7750-72.jpeg,19,"(245, 222, 179)","(255, 250, 250)",186,24171498,7219762,0.3,0
Apple_SR_2020_Progress_Report_FR-83.jpeg,9,"(255, 250, 250)","(255, 250, 240)",1069,23375000,1235276,0.05,0
Apple_SR_2020_Progress_Report_FR-48.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2287,23375000,3255482,0.14,0
plan-actions-climat-energie-bd-14.jpeg,2,"(230, 230, 250)","(250, 240, 230)",3206,24171498,3507832,0.15,0
plan-actions-climat-energie-bd-11.jpeg,7,"(230, 230, 250)","(255, 250, 250)",4423,24171498,4320545,0.18,0
plan-actions-climat-energie-bd-32.jpeg,8,"(245, 255, 250)","(255, 250, 250)",846,24171498,1557980,0.06,0
Apple_SR_2020_Progress_Report_FR-103.jpeg,3,"(255, 250, 250)","(248, 248, 255)",1078,23375000,1396276,0.06,0
ONERC_Rapport_2010_villes_et_adaptation-76.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4445,24175632,5585554,0.23,0
HADOPI_RA_2014-2015-87.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4460,21972210,4207129,0.19,0
plan-actions-climat-energie-bd-101.jpeg,4,"(230, 230, 250)","(255, 250, 250)",5108,24171498,4671892,0.19,0
7750-120.jpeg,16,"(255, 250, 250)","(250, 240, 230)",3199,24171498,3927557,0.16,0
plan-actions-climat-energie-bd-82.jpeg,4,"(230, 230, 250)","(250, 240, 230)",1579,24171498,2375324,0.1,0
TSP_SRT_Tome3_WEB-61.jpeg,29,"(255, 250, 250)","(250, 240, 230)",2329,21972210,2935791,0.13,0
7750-162.jpeg,21,"(245, 222, 179)","(255, 250, 250)",286,24171498,7311106,0.3,0
vol1_gicc-18.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4658,24163936,15708681,0.65,0
etat_des_lieux_des_connaissances__cle069e48-14.jpeg,25,"(230, 230, 250)","(248, 248, 255)",792,24163936,7139805,0.3,0
ONERC_Rapport_2010_villes_et_adaptation-3.jpeg,3,"(255, 250, 250)","(230, 230, 250)",5018,24175632,3526817,0.15,0
TSP_SRT_Tome3_WEB-2.jpeg,24,"(255, 250, 250)","(250, 240, 230)",3498,21972210,4122408,0.19,0
guide_plan_climat_energie_albi_1-75.jpeg,3,"(230, 230, 250)","(255, 250, 250)",1856,24177345,1479199,0.06,0
Diagnostics programme immo L'Etang la ville-9.jpeg,4,"(255, 250, 250)","(230, 230, 250)",858,24171498,810154,0.03,0
adapter_son_territoire_au_changement_climatique_Guide-35.jpeg,13,"(230, 230, 250)","(245, 255, 250)",3433,17790880,5757608,0.32,0
data_detection_images_1-35.jpeg,18,"(255, 250, 250)","(248, 248, 255)",1328,23375000,3919253,0.17,0
7750-76.jpeg,9,"(255, 250, 250)","(230, 230, 250)",3276,24171498,3620404,0.15,0
adapter_son_territoire_au_changement_climatique_Guide-49.jpeg,7,"(230, 230, 250)","(250, 240, 230)",4405,17790880,4580478,0.26,0
immobilier Upside L'atelier  2-5.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3027,24171498,1592661,0.07,0
data_detection_images_1-30.jpeg,4,"(248, 248, 255)","(255, 250, 250)",572,23375000,1037958,0.04,0
adaptation-changement-climatique-fiches-collectivites-11.jpeg,43,"(135, 206, 235)","(175, 238, 238)",2978,24175632,6959161,0.29,0
HADOPI_RA_2014-2015-79.jpeg,20,"(255, 250, 250)","(230, 230, 250)",2638,21972210,3159912,0.14,0
7750-86.jpeg,11,"(255, 250, 250)","(248, 248, 255)",2553,24171498,2908588,0.12,0
Diagnostics programme immo L'Etang la ville-7.jpeg,5,"(255, 250, 250)","(230, 230, 250)",883,24171498,1062544,0.04,0
plan-actions-climat-energie-bd-81.jpeg,9,"(255, 250, 250)","(245, 255, 250)",288,24171498,1045359,0.04,0
ONERC_Rapport_2010_villes_et_adaptation-67.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3745,24175632,6782957,0.28,0
7750-81.jpeg,9,"(255, 250, 250)","(230, 230, 250)",3345,24171498,3671315,0.15,0
Apple_SR_2020_Progress_Report_FR-3.jpeg,4,"(230, 230, 250)","(248, 248, 255)",2951,23375000,4063035,0.17,0
plan-actions-climat-energie-bd-2.jpeg,41,"(255, 250, 250)","(255, 250, 250)",603,24171498,8046523,0.33,0
210913_VILLE DE PARIS_diag de vulnerabi_synthese 53web VF MODIFIEE-20.jpeg,34,"(47, 79, 79)","(230, 230, 250)",2485,24171498,12587875,0.52,0
Apple_SR_2020_Progress_Report_FR-53.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2263,23375000,2974342,0.13,0
ONERC_Rapport_2010_villes_et_adaptation-93.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3212,24175632,9992183,0.41,0
vol1_gicc-53.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3664,24163936,6236740,0.26,0
Diagnostics programme immo L'Etang la ville-12.jpeg,5,"(255, 250, 250)","(230, 230, 250)",1288,24171498,2502525,0.1,0
HADOPI_RA_2014-2015-66.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4193,21972210,3700769,0.17,0
Apple_SR_2020_Progress_Report_FR-60.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2868,23375000,3750588,0.16,0
7750-134.jpeg,5,"(255, 250, 250)","(230, 230, 250)",1659,24171498,1960735,0.08,0
Apple_SR_2020_Progress_Report_FR-33.jpeg,3,"(255, 250, 250)","(248, 248, 255)",2765,23375000,2986802,0.13,0
ONERC_Rapport_2010_villes_et_adaptation-131.jpeg,4,"(255, 250, 250)","(230, 230, 250)",4312,24175632,5416613,0.22,0
HADOPI_RA_2014-2015-67.jpeg,18,"(230, 230, 250)","(255, 250, 250)",2952,21972210,4175666,0.19,0
guide_plan_climat_energie_albi_1-29.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1339,24177345,11976405,0.5,0
Apple_SR_2020_Progress_Report_FR-19.jpeg,5,"(255, 250, 250)","(230, 230, 250)",2247,23375000,3090614,0.13,0
guide_plan_climat_energie_albi_1-70.jpeg,16,"(255, 250, 250)","(230, 230, 250)",1859,24177345,9136767,0.38,0
adaptation-changement-climatique-fiches-collectivites-6.jpeg,34,"(135, 206, 235)","(72, 209, 204)",1792,24175632,9139273,0.38,0
HADOPI_RA_2014-2015-37.jpeg,6,"(230, 230, 250)","(255, 250, 250)",3440,21972210,5312802,0.24,0
ONERC_Rapport_2010_villes_et_adaptation-28.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4482,24175632,11783378,0.49,0
7750-106.jpeg,20,"(255, 250, 250)","(245, 255, 250)",2743,24171498,5621674,0.23,0
HADOPI_RA_2014-2015-40.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4428,21972210,3978009,0.18,0
7750-20.jpeg,13,"(255, 250, 250)","(250, 240, 230)",3919,24171498,4229968,0.17,0
plan-actions-climat-energie-bd-13.jpeg,3,"(230, 230, 250)","(255, 250, 250)",1740,24171498,1729412,0.07,0
HADOPI_RA_2014-2015-160.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4002,21972210,3616634,0.16,0
etat_des_lieux_des_connaissances__cle069e48-11.jpeg,22,"(230, 230, 250)","(248, 248, 255)",1145,24163936,7674842,0.32,0
WebbMediaKit-26.jpeg,6,"(47, 79, 79)","(230, 230, 250)",1331,23375000,10042441,0.43,0
Risques et pollution programme immo Argenteuil-13.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2277,24171498,1201385,0.05,0
Risques et pollution Programme immo  Clichy-1.jpeg,9,"(255, 250, 250)","(248, 248, 255)",2014,24171498,5873795,0.24,0
HADOPI_RA_2014-2015-151.jpeg,3,"(255, 250, 250)","(255, 250, 250)",3899,21972210,3678889,0.17,0
7750-37.jpeg,4,"(255, 250, 250)","(230, 230, 250)",2779,24171498,2949197,0.12,0
adaptation-changement-climatique-fiches-collectivites-1.jpeg,7,"(135, 206, 235)","(95, 158, 160)",3021,24175632,3778785,0.16,0
7750-158.jpeg,18,"(245, 222, 179)","(255, 250, 250)",69,24171498,7038190,0.29,0
adapter_son_territoire_au_changement_climatique_Guide-16.jpeg,15,"(255, 250, 250)","(245, 255, 250)",1826,17790880,4023922,0.23,0
HADOPI_RA_2014-2015-49.jpeg,6,"(230, 230, 250)","(255, 250, 250)",3637,21972210,3396407,0.15,0
HADOPI_RA_2014-2015-98.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3236,21972210,3209163,0.15,0
Diagnostics programme immo L'Etang la ville-39.jpeg,3,"(255, 250, 250)","(230, 230, 250)",7103,24171498,8058403,0.33,0
adapter_son_territoire_au_changement_climatique_Guide-48.jpeg,14,"(245, 255, 250)","(240, 255, 240)",2809,17790880,5235149,0.29,0
plan-actions-climat-energie-bd-12.jpeg,25,"(250, 240, 230)","(230, 230, 250)",2961,24171498,7786817,0.32,0
TSP_SRT_Tome3_WEB-67.jpeg,18,"(255, 250, 250)","(250, 240, 230)",3005,21972210,3970459,0.18,0
HADOPI_RA_2014-2015-72.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4241,21972210,3888444,0.18,0
Diagnostics programme immo L'Etang la ville-38.jpeg,3,"(255, 250, 250)","(230, 230, 250)",7885,24171498,7585463,0.31,0
Risques et pollution programme immo Gardenia (1)-0.jpeg,4,"(255, 250, 250)","(230, 230, 250)",2677,24171498,3515147,0.15,0
WebbMediaKit-41.jpeg,4,"(255, 250, 250)","(230, 230, 250)",1613,23375000,2160183,0.09,0
plan-actions-climat-energie-bd-47.jpeg,12,"(230, 230, 250)","(250, 240, 230)",1466,24171498,2251663,0.09,0
WebbMediaKit-33.jpeg,14,"(47, 79, 79)","(70, 130, 180)",1299,23375000,11524579,0.49,0
HADOPI_RA_2014-2015-30.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3423,21972210,3029068,0.14,0
plan-actions-climat-energie-bd-36.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1967,24171498,1770390,0.07,0
vol1_gicc-45.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3489,24163936,5837905,0.24,0
HADOPI_RA_2014-2015-96.jpeg,24,"(230, 230, 250)","(248, 248, 255)",1750,21972210,5680311,0.26,0
Diagnostics programme immo L'Etang la ville-33.jpeg,3,"(255, 250, 250)","(230, 230, 250)",7477,24171498,6534655,0.27,0
7750-46.jpeg,11,"(255, 250, 250)","(230, 230, 250)",2982,24171498,3416137,0.14,0
guide_plan_climat_energie_albi_1-45.jpeg,17,"(255, 250, 250)","(230, 230, 250)",1689,24177345,8376883,0.35,0
HADOPI_RA_2014-2015-113.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3649,21972210,3466211,0.16,0
Risques et pollution Programme immo  Clichy-11.jpeg,8,"(255, 250, 250)","(230, 230, 250)",1892,24171498,2446904,0.1,0
210913_VILLE DE PARIS_diag de vulnerabi_synthese 53web VF MODIFIEE-13.jpeg,35,"(250, 240, 230)","(230, 230, 250)",3764,24171498,9366352,0.39,0
Apple_SR_2020_Progress_Report_FR-58.jpeg,3,"(255, 250, 250)","(230, 230, 250)",691,23375000,1151521,0.05,0
Risques et pollution Programme immo  Clichy-17.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1917,24171498,3034104,0.13,0
ONERC_Rapport_2010_villes_et_adaptation-139.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3089,24175632,5513503,0.23,0
7750-95.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4225,24171498,4483317,0.19,0
Risques et pollution Programme immo  Clichy-34.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2797,24171498,4429000,0.18,0
ONERC_Rapport_2010_villes_et_adaptation-74.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4499,24175632,5634066,0.23,0
7750-77.jpeg,11,"(255, 250, 250)","(250, 240, 230)",4192,24171498,4442325,0.18,0
HADOPI_RA_2014-2015-145.jpeg,13,"(188, 143, 143)","(255, 250, 250)",1317,21972210,11738802,0.53,0
HADOPI_RA_2014-2015-10.jpeg,17,"(230, 230, 250)","(255, 250, 250)",3723,21972210,4556486,0.21,0
immobilier Upside L'atelier  2-1.jpeg,3,"(255, 250, 250)","(248, 248, 255)",1890,24171498,600900,0.02,0
CPCNRS-orionjwst-FRweb-0.jpeg,24,"(255, 250, 250)","(250, 240, 230)",3465,24177345,7434389,0.31,0
Apple_SR_2020_Progress_Report_FR-49.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1301,23375000,1863668,0.08,0
ONERC_Rapport_2010_villes_et_adaptation-5.jpeg,3,"(255, 250, 250)","(230, 230, 250)",404,24175632,480526,0.02,0
7750-56.jpeg,4,"(255, 250, 250)","(230, 230, 250)",4243,24171498,4560617,0.19,0
2-4.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1657,23375000,3590655,0.15,0
guide_plan_climat_energie_albi_1-49.jpeg,17,"(255, 250, 250)","(230, 230, 250)",2086,24177345,12406255,0.51,0
ONERC_Rapport_2010_villes_et_adaptation-118.jpeg,16,"(255, 250, 250)","(245, 255, 250)",3089,24175632,5751286,0.24,0
guide_plan_climat_energie_albi_1-8.jpeg,24,"(230, 230, 250)","(255, 250, 250)",1594,24177345,8216215,0.34,0
Risques et pollution programme immo Argenteuil-11.jpeg,6,"(230, 230, 250)","(255, 250, 250)",4345,24171498,2387811,0.1,0
vol1_gicc-30.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3606,24163936,5801209,0.24,0
vol1_gicc-9.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4150,24163936,6824991,0.28,0
plan-actions-climat-energie-bd-68.jpeg,5,"(230, 230, 250)","(250, 240, 230)",1802,24171498,3542911,0.15,0
TSP_SRT_Tome3_WEB-38.jpeg,25,"(255, 250, 250)","(250, 240, 230)",2904,21972210,2937345,0.13,0
HADOPI_RA_2014-2015-95.jpeg,9,"(255, 250, 250)","(230, 230, 250)",2508,21972210,5012984,0.23,0
plan-actions-climat-energie-bd-105.jpeg,7,"(255, 250, 250)","(248, 248, 255)",855,24171498,1625547,0.07,0
Risques et pollution Programme immo  Clichy-6.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2200,24171498,3662205,0.15,0
vol1_gicc-54.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3901,24163936,6470000,0.27,0
7750-212.jpeg,11,"(255, 250, 250)","(250, 240, 230)",3676,24171498,4006686,0.17,0
Risques et pollution programme immo Gardenia (1)-2.jpeg,4,"(255, 250, 250)","(230, 230, 250)",4987,24171498,3660776,0.15,0
Risques et pollution Programme immo  Clichy-23.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1881,24171498,2961035,0.12,0
WebbMediaKit-24.jpeg,25,"(255, 250, 250)","(230, 230, 250)",1655,23375000,8221458,0.35,0
plan-actions-climat-energie-bd-48.jpeg,27,"(230, 230, 250)","(255, 250, 250)",3039,24171498,4850290,0.2,0
ONERC_Rapport_2010_villes_et_adaptation-4.jpeg,3,"(255, 250, 250)","(248, 248, 255)",4825,24175632,6095488,0.25,0
7750-190.jpeg,22,"(143, 188, 143)","(245, 255, 250)",1494,24163936,13393460,0.55,0
vol1_gicc-37.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4651,24163936,6786830,0.28,0
guide_plan_climat_energie_albi_1-44.jpeg,17,"(255, 250, 250)","(230, 230, 250)",2332,24177345,11958035,0.49,0
vol1_gicc-39.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4012,24163936,6302680,0.26,0
ONERC_Rapport_2010_villes_et_adaptation-103.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3960,24175632,4944605,0.2,0
plan-actions-climat-energie-bd-129.jpeg,30,"(230, 230, 250)","(188, 143, 143)",2226,24171498,7260362,0.3,0
guide_plan_climat_energie_albi_1-3.jpeg,39,"(230, 230, 250)","(255, 250, 250)",1863,24177345,4603584,0.19,0
plan-actions-climat-energie-bd-103.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4718,24171498,4264056,0.18,0
adapter_son_territoire_au_changement_climatique_Guide-29.jpeg,15,"(230, 230, 250)","(245, 255, 250)",3931,17790880,4685948,0.26,0
vol1_gicc-56.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4171,24163936,6818811,0.28,0
vol1_gicc-5.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3696,24163936,6268501,0.26,0
etat_des_lieux_des_connaissances__cle069e48-15.jpeg,38,"(230, 230, 250)","(240, 248, 255)",2369,24163936,7019626,0.29,0
HADOPI_RA_2014-2015-118.jpeg,14,"(255, 250, 250)","(230, 230, 250)",1403,21972210,2081651,0.09,0
ONERC_Rapport_2010_villes_et_adaptation-38.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3026,24175632,3840265,0.16,0
ONERC_Rapport_2010_villes_et_adaptation-144.jpeg,24,"(255, 250, 250)","(230, 230, 250)",3769,24175632,5666186,0.23,0
ONERC_Rapport_2010_villes_et_adaptation-110.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4220,24175632,5399733,0.22,0
vol1_gicc-8.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4280,24163936,9313635,0.39,0
HADOPI_RA_2014-2015-94.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4406,21972210,3877929,0.18,0
HADOPI_RA_2014-2015-12.jpeg,4,"(230, 230, 250)","(255, 250, 250)",3892,21972210,3687930,0.17,0
Diagnostics programme immo L'Etang la ville-1.jpeg,4,"(255, 250, 250)","(230, 230, 250)",1161,24171498,2120627,0.09,0
7750-127.jpeg,17,"(255, 250, 250)","(230, 230, 250)",4356,24171498,4128602,0.17,0
Apple_SR_2020_Progress_Report_FR-95.jpeg,6,"(250, 240, 230)","(255, 250, 250)",2034,23375000,3018073,0.13,0
Apple_SR_2020_Progress_Report_FR-107.jpeg,3,"(255, 250, 250)","(248, 248, 255)",923,23375000,946909,0.04,0
guide_plan_climat_energie_albi_1-47.jpeg,16,"(255, 250, 250)","(230, 230, 250)",1972,24177345,11968547,0.5,0
plan-actions-climat-energie-bd-90.jpeg,27,"(230, 230, 250)","(250, 240, 230)",3144,24171498,6867827,0.28,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-20.jpeg,13,"(85, 107, 47)","(255, 250, 250)",3118,21972210,9909706,0.45,0
